发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2025-12-01 04:40:29,Heidi Goldstein Aronson,accessory_storage,5,18,5,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25736587695959400/,https://forms.gle/j7fCwuJrzHtC1Qgq5,2026 NMJL Cards As a metastatic (Stage 4) breast cancer Thriver/Survivor I have decided to become a NMJL card collector in support of Metavivor. Metavivor is a nonprofit that exclusively funds metastatic breast cancer research. They strive to sustain hope and make every dollar count as they work wit ... NMJL cards in support of Metavivor please use the link below. Thank you in advance for your support.,"{""accessory_storage"": 3, ""buying_matching"": 1, ""quality_risk"": 1}","{""accessory_storage"": [""nmjl card""], ""buying_matching"": [""link""], ""quality_risk"": [""quality""]}"
2026-06-16 02:13:22,Kate Pleatman,accessory_storage,3,18,4,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27763031576648325/,,"Did I score? Fb Marketplace find today. These fit a rack of tiles, but kinda smallish at 16"". I think they are older....anyone know anything about them? I already have a set of gold glitter pushers, so I had to add these glitter racks to my eclectic collection.","{""accessory_storage"": 3}","{""accessory_storage"": [""rack"", ""racks"", ""pushers""]}"
2026-06-10 23:28:38,Carol Watson,mat_table_surface,9,18,4,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27697327023218781/,,"My Virora Mahjong Mat from Amazon came early. It’s beautiful and comes with a nice quality clear storage tube. (Storage tube is similar to OMM, but much easier to get the cap off). I paired the mat with OMM Jasmine on the left and Miss Mahjong Classic Jade on the right. Both are beautiful IMO. At $39 it’s a steal! They also have 2 other mat designs/colors as well. 😍😍😍","{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""mat_table_surface"": 4, ""accessory_storage"": 1, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""clear""], ""tile_theme_pattern"": [""colors""], ""mat_table_surface"": [""mat"", ""mahjong mat""], ""accessory_storage"": [""storage""], ""buying_matching"": [""amazon""], ""quality_risk"": [""quality""]}"
2026-04-19 20:31:27,Bonnie Vozar,mat_table_surface,5,18,4,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27048544854763671/,,LOVE this mat I just received from MahjbyLori. Shown with my pink breast cancer tiles from 25 years ago! Bought for my chicklet tiles that are coming soon but I might have to keep this with the pink. I will say the quality is worlds apart from my Amazon mats. I begrudgingly entered the world of mats ... evening game and the ladies commented it would be better with mats. Now I’m hooked on the esthetics.,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 2, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_theme_pattern"": [""pink""], ""mat_table_surface"": [""mat"", ""mats""], ""buying_matching"": [""amazon""], ""quality_risk"": [""quality""]}"
2026-03-26 19:49:28,Stephanie Harbison Pool,buying_matching,5,18,4,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26789217174029775/,,I have just ordered the Let’s Garden Party tiles from Let’s Mahj On. I’m considering this mat from Splash of Color to pair with it. Does anyone have this combination? I would appreciate any feedback. Thanks so much.,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""buying_matching"": 3}","{""tile_theme_pattern"": [""garden""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""pair with""]}"
2026-03-21 13:56:39,Susan Hodge Sauls,tile_design_readability,4,18,4,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26732331466385013/,,"Saturday morning Siamese setup—probably the last session with the 2025 card. Several people near me have gotten theirs, so maybe mine and my sister’s will arrive today (she’s around the block from me). The tiles are Kaleidoscope (MahjongCo.), racks and mat are from Amazon. Coffee will be from Commun ... rise. She “won the day” last Saturday, so I’m hoping for a better day today! Jokers for everyone!🀄️🃏","{""tile_design_readability"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""jokers""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""]}"
2026-03-20 20:06:25,Marcia Zuckerman Kanis,quality_risk,8,18,3,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26724079160543577/,,"Just an FYI. Bam Bird Boutique has unbelievably wonderful customer service. I received my Deco tiles and accessories about 8 weeks ago, but I just noticed one tile has a slight imperfection. I emailed them yesterday and today I received an email that a replacement tile is on the way. For any of you wondering, the tile, mat, and racks are amazing and so is the customer service!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 2, ""quality_risk"": 4}","{""tile_theme_pattern"": [""bird""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""accessories""], ""quality_risk"": [""customer service"", ""replacement""]}"
2026-06-22 23:43:42,Batz Batz,mat_table_surface,6,18,2,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27849132754704873/,,"I bought these two no crease mats, table cloth, wooden racks, lamp (2) , trinket dishes, cards and card protectors, line finders with rules and tiles on Amazon. Folding table 34x34 (Hobby Lobby) Pretty happy! 😃","{""mat_table_surface"": 4, ""accessory_storage"": 1, ""buying_matching"": 1}","{""mat_table_surface"": [""mats"", ""table cloth""], ""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""]}"
2025-11-10 22:28:01,Dee Clair,tile_design_readability,9,18,2,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25564015699883268/,,"Monday Mahjong, but make it Emerald City! Clicked my heels and finally landed in AZ (see what I did there?) where my Two Sparrows Lucky Cricket tiles were waiting! I was not prepared for how gorgeous and THICK these tiles are. 🤯🤯🤯 Like, Oh my god, Becky, look at her butt kinda thicc. The sparkling g ... raks #winds #dragons #mahjongaddict #games #tiles #wicked #emerald #twosparrowsmahjong Club Mah Jenn","{""tile_design_readability"": 3, ""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""dots"", ""bams"", ""dragons""], ""tile_theme_pattern"": [""green"", ""bird""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""etsy""], ""quality_risk"": [""thick""]}"
2025-11-03 15:48:43,Lisa Danielle Cole,mat_table_surface,3,18,2,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25493238360294336/,,"Loving this set up using OMM Palm Royale tiles, Goldie mat, and lilac pushers. The shell is from Etsy and Jaguars are something I like to collect.","{""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""pushers""], ""buying_matching"": [""etsy""]}"
2026-05-09 18:52:34,Connie White,accessory_storage,7,18,1,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27283820404569447/,,"I got luggage tags for each of my tile bags so I keep track of what set is in what bag. Parks, Hawaii and California are from My Fair Mahjong and Wildwonder is the limited edition from the drink company.","{""accessory_storage"": 4, ""buying_matching"": 3}","{""accessory_storage"": [""tile bag"", ""bags""], ""buying_matching"": [""what set""]}"
2026-06-20 19:48:50,Susan Hodge Sauls,tile_design_readability,6,18,0,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27823710433913772/,,"For those of you who helped with my quest for yellow tiles, I consulted with my sister (do I consult with her on everything...usually!) while we were playing MJ this morning. I showed her pictures of several sets, and Mahj House Rules is currently in the lead. She believes we should get a set of sol ... this weekend, and that you get as many Jokers as you need (unless you're playing Singles and Pairs).","{""tile_design_readability"": 4, ""mat_table_surface"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""easy to read"", ""jokers""], ""mat_table_surface"": [""mat""], ""quality_risk"": [""price""]}"
2026-01-06 02:50:56,Nicole LaCoste Jenkins,accessory_storage,3,17,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26030082739943226/,,"First time ordering NMJL cards: I purchased my 2025 NMJL cards on December 26, received a confirmation email but have not received them in the mail nor have I gotten a shipping notification. Is that normal? Could they be delayed because of the holidays? Any insight would be greatly appreciated!","{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-06-21 12:53:13,Angela Bounds,buying_matching,4,17,16,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27831899439761538/,,Where can I buy the official 2026 card? The Website refers you to Amazon and Amazon says currently unavailable.,"{""buying_matching"": 4}","{""buying_matching"": [""where can i buy"", ""amazon""]}"
2026-06-23 04:28:33,Laurie Slomka Reiskind,buying_matching,3,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27851558684462280/,,"If you play in the pool, do you play with your regular tiles? If you use special or waterproof tiles, where did you get them?","{""buying_matching"": 3}","{""buying_matching"": [""where did you get""]}"
2026-05-23 13:34:18,April Metcalf Klepac,mat_table_surface,5,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27456625977288888/,,I'm looking for a mahjong mat with PEACH colors in it. I'd also like the rules included on the mat. any suggestions,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 4}","{""tile_theme_pattern"": [""colors""], ""mat_table_surface"": [""mat"", ""mahjong mat""]}"
2026-05-09 19:02:56,Teresa McCrerey-Wheat,accessory_storage,6,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27283902907894530/,,"Question for folks using Mini Mahjer as a travel option. Do you build a wall? Or play messy, or pull from the tile bag? I don’t see how pushing out a wall is possible with the included travel racks (which I do love for their streamlined design).","{""tile_theme_pattern"": 1, ""accessory_storage"": 5}","{""tile_theme_pattern"": [""design""], ""accessory_storage"": [""racks"", ""tile bag"", ""travel""]}"
2026-04-25 23:04:54,Karyn Salines-Alves,accessory_storage,3,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27120714444213378/,,Can anyone recommend racks and pushers for 1.5 inch tiles? Trying to find something not too expensive. I can’t justify spending over $100 for racks.,"{""accessory_storage"": 2, ""quality_risk"": 1}","{""accessory_storage"": [""racks"", ""pushers""], ""quality_risk"": [""expensive""]}"
2026-03-11 05:19:08,Cynthia Pickleball,tile_design_readability,4,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26626026417015519/,,For those of you who bought the Sam’s Club year of the horse set: do you think the numbers are hard to read when playing? They seem small and I’m hesitant to open them. Would love to hear from you all. TIA,"{""tile_design_readability"": 4}","{""tile_design_readability"": [""hard to read"", ""numbers""]}"
2025-12-01 14:19:37,Jo Zee,accessory_storage,3,17,15,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25739781348973368/,,I was gifted a hand me down set with tiles and racks. Is it required to have pushers and a mat?,"{""mat_table_surface"": 1, ""accessory_storage"": 2}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""pushers""]}"
2026-06-13 17:34:46,Jennifer Fridrich Thoren,accessory_storage,4,17,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27733999616218188/,,"I’m eagerly awaiting any updates on Woodlands Mahjong Society or Sunday Mahjong travel tiles. In the meantime, does anyone have any cheap Amazon recommendations for travel tiles? I need something for this summer and I’m not sure Woodlands or Sunday are going to release in time. I have the Sunday Mahjong mini tile racks so the tiles don’t need to be super small. Thanks in advance!","{""accessory_storage"": 2, ""buying_matching"": 1, ""quality_risk"": 1}","{""accessory_storage"": [""racks"", ""travel""], ""buying_matching"": [""amazon""], ""quality_risk"": [""cheap""]}"
2026-02-28 19:10:30,Jennie Genwright,tile_design_readability,3,17,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26524367183848110/,,"Hello all. I’m very green to learning Mahjong. Looking to get a set, I tend to like the more traditional look. Ideally id like to get a set with chips and jokers/plain so I can play different styles of the game. But im not finding them in the style i want that have everything in it. I am wondering h ... set? Or do you just need different sets based on the version you are playing? Thank you in advance!","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1}","{""tile_design_readability"": [""traditional"", ""jokers""], ""tile_theme_pattern"": [""green""]}"
2026-01-29 11:26:36,Jeanne Hindman,mat_table_surface,8,17,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26239055669045931/,,When I began collecting Mah Jongg mats (I have 16+) I was surprised to find that some of them have an almost fuzzy surface rather than smooth. Which surface do most of you prefer? Do you prefer thicker 3mm mats? Most most I mine are 3mm—they feel very substantial—but I have some that are 2mm and the ... thers like the larger 33”x33” mats. We play on 48” round tables so we do have space for larger mats.,"{""tile_design_readability"": 1, ""mat_table_surface"": 5, ""accessory_storage"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""traditional""], ""mat_table_surface"": [""mats"", ""mah jongg mat"", ""surface""], ""accessory_storage"": [""travel""], ""quality_risk"": [""smooth""]}"
2026-06-22 23:00:02,Kathy Phillips,quality_risk,4,17,13,1,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27848812818070200/,,"Hey! I am learning a lot here, so thanks. I have especially found the files really useful. I am now ready to purchase a beginner set. Are Yellow Mountain sets reliable quality? The reviews on the cheap Amazon sets are pretty bad, missing tiles, broken tiles, etc. We want classic tiles and decent racks. Thanks in advance for any feedback. I will also search the page to see if there is recent discussion.","{""accessory_storage"": 1, ""buying_matching"": 1, ""quality_risk"": 2}","{""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""], ""quality_risk"": [""quality"", ""cheap""]}"
